JAMB_Score,Study_Hours_Per_Week,Attendance_Rate,Teacher_Quality,Distance_To_School,School_Type,School_Location,Extra_Tutorials,Access_To_Learning_Materials,Parent_Involvement,IT_Knowledge,Student_ID,Age,Gender,Socioeconomic_Status,Parent_Education_Level,Assignments_Completed,Study_Efficiency,School_Quality_Index,Engagement_Level,Distance_Barrier
199,10,97,2,5.8,Private,Urban,Yes,No,High,Medium,3940,15,Female,Low,,1,19.9,1.2,6.85,0.14705882352941177
153,14,77,2,11.0,Public,Urban,No,No,Medium,High,3941,21,Male,Low,,1,10.928571428571429,1.2,3.85,0.08333333333333333
139,26,88,3,9.3,Public,Urban,Yes,Yes,Medium,Low,3942,22,Male,Low,Primary,4,5.346153846153846,2.1999999999999997,5.4,0.0970873786407767
181,23,77,1,7.2,Public,Urban,No,No,High,Low,3943,17,Female,Low,Primary,2,7.869565217391305,0.6,4.85,0.12195121951219513
163,18,85,1,12.3,Public,Urban,No,Yes,Low,Medium,3944,16,Female,Low,Tertiary,1,9.055555555555555,1.0,4.25,0.07518796992481203
255,29,78,3,10.0,Public,Urban,Yes,Yes,Medium,Low,3945,20,Male,High,Tertiary,2,8.793103448275861,2.1999999999999997,4.9,0.09090909090909091
247,27,83,3,8.0,Private,Rural,No,Yes,Low,Medium,3946,16,Male,Medium,Tertiary,3,9.148148148148149,2.1999999999999997,4.15,0.1111111111111111
147,4,82,2,5.8,Public,Urban,No,Yes,Medium,Medium,3947,16,Male,Medium,Primary,1,36.75,1.6,4.1,0.14705882352941177
148,14,100,1,14.3,Private,Rural,No,Yes,Low,Medium,3948,15,Female,Medium,Secondary,2,10.571428571428571,1.0,5.0,0.06535947712418301
244,40,90,3,20.0,Private,Urban,No,Yes,Medium,Low,3949,20,Male,Low,Primary,3,6.1,2.1999999999999997,4.5,0.047619047619047616
154,12,99,1,6.7,Public,Rural,No,Yes,Low,High,3950,19,Male,High,Secondary,1,12.833333333333334,1.0,4.95,0.12987012987012986
235,22,90,3,4.6,Private,Urban,No,Yes,High,Low,3951,18,Female,High,Secondary,3,10.681818181818182,2.1999999999999997,5.5,0.17857142857142858
123,10,77,4,9.5,Public,Urban,No,No,Low,High,3952,20,Male,Low,,1,12.3,2.4,3.85,0.09523809523809523
106,13,95,3,9.3,Public,Rural,Yes,Yes,Low,Low,3953,18,Male,Low,Tertiary,2,8.153846153846153,2.1999999999999997,5.75,0.0970873786407767
216,18,91,1,12.4,Public,Urban,No,Yes,Medium,High,3954,18,Female,Medium,,1,12.0,1.0,4.55,0.07462686567164178
170,24,78,1,7.5,Public,Urban,Yes,No,Low,High,3955,15,Female,Medium,Tertiary,1,7.083333333333333,0.6,4.9,0.11764705882352941
223,25,92,3,5.1,Public,Rural,Yes,No,Low,High,3956,17,Male,Low,Secondary,3,8.92,1.7999999999999998,5.6,0.1639344262295082
261,34,87,2,8.8,Public,Urban,No,Yes,High,High,3957,16,Female,Medium,Secondary,5,7.676470588235294,1.6,5.35,0.1020408163265306
167,9,65,1,0.0,Private,Urban,No,Yes,Medium,High,3958,16,Female,Medium,Tertiary,2,18.555555555555557,1.0,3.25,1.0
156,15,92,3,18.2,Public,Rural,No,Yes,Low,Medium,3959,21,Female,High,Primary,1,10.4,2.1999999999999997,4.6,0.052083333333333336
218,21,97,3,8.7,Public,Rural,Yes,Yes,Low,Medium,3960,20,Male,Low,Primary,3,10.380952380952381,2.1999999999999997,5.85,0.10309278350515465
138,21,99,3,16.4,Public,Urban,Yes,Yes,Medium,Medium,3961,19,Female,Medium,Primary,2,6.571428571428571,2.1999999999999997,5.95,0.0574712643678161
232,17,92,3,4.9,Public,Urban,Yes,Yes,High,High,3962,21,Female,Medium,,2,13.647058823529411,2.1999999999999997,6.6,0.1694915254237288
170,28,82,2,18.1,Public,Rural,Yes,Yes,Low,High,3963,20,Male,Medium,Secondary,3,6.071428571428571,1.6,5.1,0.05235602094240837
228,35,96,2,16.2,Public,Urban,No,Yes,Low,High,3964,16,Female,High,Tertiary,5,6.514285714285714,1.6,4.8,0.05813953488372093
212,14,95,3,12.8,Private,Rural,Yes,No,Medium,Medium,3965,19,Male,Medium,Secondary,2,15.142857142857142,1.7999999999999998,5.75,0.07246376811594203
114,10,96,4,9.3,Public,Urban,No,Yes,High,Medium,3966,20,Male,Medium,Primary,1,11.4,2.8,5.8,0.0970873786407767
133,11,81,2,13.5,Public,Urban,Yes,No,Low,High,3967,15,Male,High,Tertiary,1,12.090909090909092,1.2,5.05,0.06896551724137931
210,40,85,2,12.6,Public,Rural,No,No,Low,Low,3968,18,Female,Low,Primary,3,5.25,1.2,4.25,0.07352941176470588
115,11,74,1,11.5,Public,Rural,No,Yes,Medium,Low,3969,20,Female,Low,Primary,1,10.454545454545455,1.0,3.7,0.08
136,32,87,1,11.6,Private,Rural,Yes,Yes,Medium,High,3970,21,Female,Low,Tertiary,3,4.25,1.0,5.35,0.07936507936507936
143,6,68,2,2.7,Private,Urban,Yes,Yes,Low,Medium,3971,19,Female,Medium,Tertiary,1,23.833333333333332,1.6,4.4,0.27027027027027023
170,10,91,1,6.5,Public,Urban,Yes,No,Medium,Medium,3972,19,Male,Low,Primary,1,17.0,0.6,5.55,0.13333333333333333
176,14,90,3,11.6,Public,Urban,No,Yes,High,High,3973,16,Female,Low,Primary,1,12.571428571428571,2.1999999999999997,5.5,0.07936507936507936
140,9,88,3,0.0,Public,Urban,Yes,No,Low,High,3974,15,Female,High,Tertiary,1,15.555555555555555,1.7999999999999998,5.4,1.0
187,18,86,1,7.3,Public,Urban,Yes,Yes,High,Low,3975,18,Female,Medium,Primary,2,10.38888888888889,1.0,6.3,0.12048192771084336
125,9,96,1,15.5,Public,Rural,No,No,Medium,Low,3976,15,Male,Medium,Primary,1,13.88888888888889,0.6,4.8,0.06060606060606061
238,17,97,3,8.0,Public,Urban,No,Yes,Medium,High,3977,18,Male,High,Secondary,2,14.0,2.1999999999999997,4.85,0.1111111111111111
128,26,76,2,7.7,Public,Rural,Yes,No,High,Medium,3978,17,Female,High,Tertiary,4,4.923076923076923,1.2,5.8,0.1149425287356322
201,33,80,3,13.2,Public,Urban,Yes,Yes,Low,Low,3979,15,Male,Low,Secondary,2,6.090909090909091,2.1999999999999997,5.0,0.07042253521126761
157,27,75,2,15.6,Public,Urban,Yes,Yes,Medium,High,3980,17,Female,Medium,,2,5.814814814814815,1.6,4.75,0.06024096385542168
156,23,88,4,9.7,Public,Rural,Yes,Yes,High,Medium,3981,18,Male,High,Primary,3,6.782608695652174,2.8,6.4,0.09345794392523366
191,22,76,2,11.6,Private,Urban,No,Yes,Medium,Medium,3982,19,Female,Low,Tertiary,1,8.681818181818182,1.6,3.8,0.07936507936507936
172,15,94,2,2.4,Public,Rural,Yes,Yes,Low,High,3983,22,Male,High,Tertiary,1,11.466666666666667,1.6,5.7,0.29411764705882354
200,13,98,2,5.9,Public,Rural,No,Yes,Medium,Medium,3984,22,Male,High,Tertiary,1,15.384615384615385,1.6,4.9,0.14492753623188406
117,18,72,3,13.9,Public,Urban,No,No,Low,Low,3985,17,Female,Low,Primary,1,6.5,1.7999999999999998,3.6,0.06711409395973154
110,4,79,2,8.5,Public,Urban,Yes,Yes,Medium,Low,3986,21,Male,Medium,Tertiary,1,27.5,1.6,4.95,0.10526315789473684
176,11,85,3,3.5,Public,Rural,Yes,Yes,Medium,Low,3987,21,Male,Low,,1,16.0,2.1999999999999997,5.25,0.2222222222222222
164,29,92,3,17.2,Public,Rural,No,No,Medium,High,3988,18,Female,Medium,Secondary,3,5.655172413793103,1.7999999999999998,4.6,0.054945054945054944
267,40,100,1,14.2,Public,Rural,Yes,Yes,Medium,Medium,3989,18,Female,Low,,4,6.675,1.0,6.0,0.06578947368421052
280,32,75,2,8.9,Public,Urban,Yes,Yes,Low,Medium,3990,21,Female,Medium,Secondary,2,8.75,1.6,4.75,0.10101010101010101
154,28,80,1,10.0,Public,Urban,Yes,No,Low,Medium,3991,22,Male,Medium,Secondary,3,5.5,0.6,5.0,0.09090909090909091
335,31,92,3,8.5,Private,Urban,No,Yes,High,Medium,3992,17,Male,Medium,Secondary,1,10.806451612903226,2.1999999999999997,5.6,0.10526315789473684
152,6,70,2,11.8,Public,Urban,No,Yes,Low,Medium,3993,20,Female,Medium,Secondary,1,25.333333333333332,1.6,3.5,0.078125
124,21,77,3,12.2,Public,Urban,Yes,Yes,Low,Low,3994,15,Female,High,Tertiary,1,5.904761904761905,2.1999999999999997,4.85,0.07575757575757576
185,26,89,4,7.9,Public,Rural,Yes,Yes,High,Low,3995,20,Female,Low,Secondary,3,7.115384615384615,2.8,6.45,0.11235955056179775
235,25,85,3,3.5,Public,Urban,No,No,Medium,High,3996,22,Female,Low,Secondary,2,9.4,1.7999999999999998,4.25,0.2222222222222222
120,13,66,2,13.0,Public,Urban,Yes,Yes,Medium,Low,3997,19,Male,Medium,Secondary,1,9.23076923076923,1.6,4.3,0.07142857142857142
188,29,100,2,0.0,Public,Rural,Yes,Yes,Low,Medium,3998,22,Female,High,Tertiary,3,6.482758620689655,1.6,6.0,1.0
138,8,85,2,0.4,Private,Rural,Yes,Yes,Low,High,3999,18,Female,Medium,Secondary,1,17.25,1.6,5.25,0.7142857142857143
263,20,91,3,2.2,Public,Urban,Yes,Yes,Medium,Medium,4000,15,Male,Medium,Tertiary,4,13.15,2.1999999999999997,5.55,0.3125
216,14,77,4,6.4,Public,Rural,Yes,Yes,Medium,Medium,4001,18,Male,Medium,Secondary,2,15.428571428571429,2.8,4.85,0.13513513513513511
215,24,89,4,0.0,Public,Urban,No,Yes,High,High,4002,18,Male,Medium,Secondary,3,8.958333333333334,2.8,5.45,1.0
183,10,83,1,11.4,Public,Urban,No,No,Medium,Medium,4003,22,Female,Medium,,1,18.3,0.6,4.15,0.08064516129032258
107,8,62,2,15.0,Private,Urban,Yes,Yes,Low,Low,4004,21,Male,High,Tertiary,2,13.375,1.6,4.1,0.0625
188,14,75,4,12.5,Public,Urban,No,Yes,Medium,Medium,4005,18,Female,High,Tertiary,1,13.428571428571429,2.8,3.75,0.07407407407407407
165,16,91,2,15.2,Public,Urban,Yes,Yes,Low,High,4006,15,Male,Medium,Tertiary,1,10.3125,1.6,5.55,0.0617283950617284
173,6,100,4,9.4,Private,Rural,No,Yes,Low,Low,4007,16,Male,Medium,Secondary,1,28.833333333333332,2.8,5.0,0.09615384615384615
145,18,86,2,8.8,Public,Urban,Yes,No,Medium,Low,4008,19,Male,Medium,,2,8.055555555555555,1.2,5.3,0.1020408163265306
112,26,91,2,9.6,Public,Rural,No,No,Low,Low,4009,19,Female,Low,Primary,2,4.3076923076923075,1.2,4.55,0.09433962264150944
225,25,86,2,9.5,Public,Urban,Yes,Yes,Low,Medium,4010,16,Male,Medium,Secondary,2,9.0,1.6,5.3,0.09523809523809523
213,37,86,2,8.9,Public,Urban,Yes,Yes,High,High,4011,18,Female,Low,,2,5.756756756756757,1.6,6.3,0.10101010101010101
162,31,94,3,1.2,Private,Rural,No,No,Medium,High,4012,16,Female,Low,,3,5.225806451612903,1.7999999999999998,4.7,0.45454545454545453
198,29,100,3,6.6,Public,Urban,No,Yes,Low,Low,4013,20,Female,Medium,,3,6.827586206896552,2.1999999999999997,5.0,0.13157894736842105
213,23,99,3,4.8,Public,Urban,Yes,Yes,Low,High,4014,17,Female,Low,,2,9.26086956521739,2.1999999999999997,5.95,0.1724137931034483
293,30,82,2,7.7,Public,Urban,Yes,No,High,High,4015,17,Female,Medium,Secondary,2,9.766666666666667,1.2,6.1,0.1149425287356322
116,22,80,2,18.9,Public,Rural,Yes,Yes,High,Medium,4016,15,Male,Low,Secondary,2,5.2727272727272725,1.6,6.0,0.05025125628140704
184,17,88,4,19.2,Public,Urban,Yes,No,Medium,Medium,4017,15,Female,Low,Primary,1,10.823529411764707,2.4,5.4,0.04950495049504951
183,3,82,4,0.0,Public,Urban,No,No,Medium,High,4018,17,Female,Medium,Tertiary,1,61.0,2.4,4.1,1.0
233,29,92,3,12.1,Public,Rural,Yes,No,High,High,4019,20,Male,High,Secondary,4,8.03448275862069,1.7999999999999998,6.6,0.07633587786259542
242,15,96,1,12.4,Public,Rural,Yes,Yes,High,High,4020,20,Female,Medium,Tertiary,2,16.133333333333333,1.0,6.8,0.07462686567164178
199,13,95,3,8.5,Public,Rural,No,Yes,Low,Low,4021,16,Female,High,Secondary,1,15.307692307692308,2.1999999999999997,4.75,0.10526315789473684
142,17,98,2,7.5,Public,Rural,Yes,Yes,High,Medium,4022,22,Male,Low,Primary,1,8.352941176470589,1.6,6.9,0.11764705882352941
226,23,84,4,6.0,Private,Rural,Yes,No,High,High,4023,21,Female,High,Tertiary,1,9.826086956521738,2.4,6.2,0.14285714285714285
136,4,69,3,1.3,Private,Urban,Yes,No,Low,Low,4024,22,Female,High,Primary,1,34.0,1.7999999999999998,4.45,0.4347826086956522
255,28,93,2,1.4,Private,Urban,No,Yes,Medium,Low,4025,20,Male,Medium,Primary,1,9.107142857142858,1.6,4.65,0.4166666666666667
187,29,100,3,14.0,Public,Urban,No,No,Medium,High,4026,22,Male,Medium,Secondary,3,6.448275862068965,1.7999999999999998,5.0,0.06666666666666667
178,10,80,4,5.0,Public,Rural,Yes,Yes,Low,Low,4027,15,Male,Low,Secondary,1,17.8,2.8,5.0,0.16666666666666666
150,29,89,2,12.2,Private,Urban,No,No,Low,Medium,4028,21,Male,Medium,Tertiary,1,5.172413793103448,1.2,4.45,0.07575757575757576
169,5,91,1,10.7,Private,Urban,Yes,No,High,Medium,4029,16,Male,Low,Secondary,1,33.8,0.6,6.55,0.08547008547008547
164,38,85,1,15.7,Public,Urban,No,Yes,Medium,Low,4030,15,Male,High,Secondary,3,4.315789473684211,1.0,4.25,0.059880239520958084
135,13,82,2,19.1,Public,Urban,Yes,Yes,Medium,High,4031,22,Female,Low,,2,10.384615384615385,1.6,5.1,0.04975124378109452
237,26,79,2,9.5,Public,Urban,No,No,Low,High,4032,19,Female,Medium,Secondary,1,9.115384615384615,1.2,3.95,0.09523809523809523
141,0,61,3,15.2,Private,Rural,Yes,No,Medium,Low,4033,16,Female,Medium,Primary,1,1410.0,1.7999999999999998,4.05,0.0617283950617284
170,19,74,1,5.3,Private,Urban,No,Yes,Medium,Low,4034,17,Female,Low,Primary,2,8.947368421052632,1.0,3.7,0.15873015873015872
151,20,79,4,11.7,Private,Urban,No,Yes,Low,Low,4035,17,Male,Low,Primary,1,7.55,2.8,3.95,0.07874015748031496
112,14,91,1,9.1,Public,Urban,No,Yes,Low,Low,4036,20,Female,Medium,Primary,1,8.0,1.0,4.55,0.09900990099009901
157,13,82,5,3.2,Public,Urban,Yes,No,Low,Low,4037,21,Female,Low,Secondary,1,12.076923076923077,3.0,5.1,0.23809523809523808
208,14,81,4,17.2,Public,Urban,Yes,No,Medium,High,4038,15,Female,Low,Primary,1,14.857142857142858,2.4,5.05,0.054945054945054944
154,28,75,2,13.9,Private,Urban,No,Yes,High,High,4039,16,Female,Low,Primary,2,5.5,1.6,4.75,0.06711409395973154
209,23,93,1,8.7,Private,Urban,No,No,Low,High,4040,18,Male,Low,,1,9.08695652173913,0.6,4.65,0.10309278350515465
114,29,93,2,9.0,Public,Urban,Yes,Yes,Low,Medium,4041,21,Male,Low,Primary,2,3.9310344827586206,1.6,5.65,0.1
130,11,92,2,4.8,Public,Urban,Yes,No,Medium,Medium,4042,22,Female,Low,Secondary,1,11.818181818181818,1.2,5.6,0.1724137931034483
155,14,89,1,5.8,Public,Urban,No,Yes,Medium,Medium,4043,17,Male,Medium,Secondary,1,11.071428571428571,1.0,4.45,0.14705882352941177
214,30,73,3,9.1,Public,Rural,No,Yes,Medium,High,4044,17,Male,Low,Primary,2,7.133333333333334,2.1999999999999997,3.65,0.09900990099009901
227,9,84,2,7.9,Public,Urban,No,Yes,Medium,High,4045,16,Male,Medium,Tertiary,1,25.22222222222222,1.6,4.2,0.11235955056179775
146,6,100,2,8.6,Private,Rural,No,Yes,Low,Medium,4046,16,Male,Low,,1,24.333333333333332,1.6,5.0,0.10416666666666667
170,29,95,2,17.5,Private,Urban,No,Yes,Low,High,4047,15,Female,Low,,1,5.862068965517241,1.6,4.75,0.05405405405405406
217,13,72,2,10.3,Public,Rural,Yes,Yes,Low,Low,4048,22,Female,Low,Primary,1,16.692307692307693,1.6,4.6,0.08849557522123894
187,4,85,5,8.6,Public,Rural,Yes,Yes,Low,High,4049,22,Male,Low,Primary,1,46.75,3.4,5.25,0.10416666666666667
183,37,88,2,7.5,Public,Rural,No,Yes,Medium,Low,4050,20,Male,Medium,Secondary,2,4.945945945945946,1.6,4.4,0.11764705882352941
125,3,74,3,15.2,Public,Urban,Yes,No,Medium,Medium,4051,20,Female,Low,Primary,1,41.666666666666664,1.7999999999999998,4.7,0.0617283950617284
229,26,66,3,15.9,Private,Urban,Yes,Yes,Low,Low,4052,18,Male,Medium,Primary,3,8.807692307692308,2.1999999999999997,4.3,0.0591715976331361
210,23,87,3,10.8,Private,Urban,Yes,Yes,Low,High,4053,22,Female,Medium,Primary,1,9.130434782608695,2.1999999999999997,5.35,0.0847457627118644
100,0,72,2,0.7,Public,Urban,Yes,No,Medium,High,4054,21,Male,Medium,Secondary,1,1000.0,1.2,4.6,0.5882352941176471
184,18,77,3,14.1,Public,Urban,Yes,Yes,Medium,Medium,4055,17,Male,High,Secondary,1,10.222222222222221,2.1999999999999997,4.85,0.06622516556291391
186,25,82,3,3.9,Public,Rural,Yes,Yes,Low,High,4056,16,Female,Medium,Tertiary,2,7.44,2.1999999999999997,5.1,0.2040816326530612
167,22,83,3,2.0,Public,Urban,Yes,Yes,Low,Low,4057,22,Male,Low,Secondary,1,7.590909090909091,2.1999999999999997,5.15,0.3333333333333333
121,23,81,2,10.3,Public,Urban,No,Yes,Medium,Low,4058,17,Male,Low,Primary,1,5.260869565217392,1.6,4.05,0.08849557522123894
100,10,71,2,14.3,Public,Urban,No,No,Low,Low,4059,21,Male,Medium,Secondary,1,10.0,1.2,3.55,0.06535947712418301
232,31,86,2,6.7,Private,Rural,Yes,No,Medium,Medium,4060,22,Male,High,Tertiary,2,7.483870967741935,1.2,5.3,0.12987012987012986
135,10,65,2,9.4,Public,Urban,Yes,Yes,Low,Medium,4061,18,Female,Medium,Secondary,1,13.5,1.6,4.25,0.09615384615384615
223,11,90,3,13.9,Private,Rural,No,Yes,High,High,4062,20,Male,Medium,,1,20.272727272727273,2.1999999999999997,5.5,0.06711409395973154
154,6,56,3,13.6,Public,Rural,Yes,No,Medium,Low,4063,22,Female,Low,,1,25.666666666666668,1.7999999999999998,3.8,0.0684931506849315
123,2,78,2,8.2,Private,Rural,No,No,Medium,Low,4064,20,Male,Medium,,1,61.5,1.2,3.9,0.10869565217391305
153,27,92,2,5.4,Private,Rural,No,No,Low,Low,4065,21,Male,Low,Tertiary,2,5.666666666666667,1.2,4.6,0.15625
179,6,75,2,11.6,Public,Urban,Yes,Yes,Medium,Low,4066,19,Female,Medium,Secondary,1,29.833333333333332,1.6,4.75,0.07936507936507936
200,24,93,2,10.1,Public,Urban,Yes,No,Medium,Low,4067,19,Male,Low,,1,8.333333333333334,1.2,5.65,0.0900900900900901
234,22,99,3,5.9,Private,Rural,Yes,No,Medium,Low,4068,18,Male,High,Secondary,1,10.636363636363637,1.7999999999999998,5.95,0.14492753623188406
136,15,51,2,11.3,Public,Urban,No,Yes,High,Medium,4069,16,Female,Low,Tertiary,1,9.066666666666666,1.6,3.55,0.08130081300813008
153,30,82,3,11.7,Public,Urban,Yes,No,High,High,4070,19,Male,Medium,Primary,1,5.1,1.7999999999999998,6.1,0.07874015748031496
127,12,54,3,14.4,Private,Urban,Yes,No,Low,Low,4071,21,Male,Medium,Primary,1,10.583333333333334,1.7999999999999998,3.7,0.06493506493506493
102,19,79,1,14.7,Public,Urban,No,Yes,Medium,High,4072,21,Female,Low,,1,5.368421052631579,1.0,3.95,0.06369426751592357
241,25,88,3,0.0,Public,Urban,No,Yes,Medium,Medium,4073,16,Male,Medium,Tertiary,2,9.64,2.1999999999999997,4.4,1.0
246,24,65,3,10.2,Public,Urban,No,Yes,Medium,Medium,4074,15,Female,Medium,,2,10.25,2.1999999999999997,3.25,0.08928571428571429
231,40,100,5,2.4,Public,Rural,Yes,Yes,Medium,High,4075,17,Male,Low,Tertiary,4,5.775,3.4,6.0,0.29411764705882354
131,3,84,2,1.8,Public,Rural,Yes,No,Low,Low,4076,21,Male,Low,Secondary,1,43.666666666666664,1.2,5.2,0.35714285714285715
100,25,72,3,11.7,Public,Rural,Yes,Yes,High,High,4077,22,Male,Medium,Primary,2,4.0,2.1999999999999997,5.6,0.07874015748031496
101,19,94,2,8.9,Public,Urban,Yes,No,Medium,Low,4078,15,Male,Medium,Tertiary,2,5.315789473684211,1.2,5.7,0.10101010101010101
170,15,67,1,9.5,Public,Urban,Yes,Yes,Medium,Medium,4079,22,Male,Medium,Secondary,1,11.333333333333334,1.0,4.35,0.09523809523809523
108,29,69,2,18.9,Public,Urban,Yes,Yes,Medium,Low,4080,21,Female,Low,,2,3.7241379310344827,1.6,4.45,0.05025125628140704
148,1,61,3,18.2,Public,Rural,No,No,Medium,Medium,4081,21,Female,Low,Primary,1,148.0,1.7999999999999998,3.05,0.052083333333333336
183,16,100,2,9.6,Private,Urban,No,Yes,Low,Medium,4082,19,Female,Low,Secondary,1,11.4375,1.6,5.0,0.09433962264150944
199,11,89,1,11.9,Public,Urban,No,Yes,Low,High,4083,19,Male,High,Tertiary,1,18.09090909090909,1.0,4.45,0.07751937984496124
244,29,95,3,0.0,Private,Urban,Yes,Yes,High,Medium,4084,16,Female,Low,,2,8.413793103448276,2.1999999999999997,6.75,1.0
240,15,91,2,10.5,Public,Rural,No,Yes,High,High,4085,19,Male,Low,,1,16.0,1.6,5.55,0.08695652173913043
117,19,86,2,0.6,Public,Rural,No,Yes,High,High,4086,16,Male,Medium,Secondary,1,6.157894736842105,1.6,5.3,0.625
142,15,83,4,12.8,Public,Urban,No,Yes,Low,Medium,4087,18,Male,Low,Secondary,3,9.466666666666667,2.8,4.15,0.07246376811594203
255,22,92,4,0.0,Public,Urban,Yes,Yes,Medium,Medium,4088,19,Male,Low,Secondary,3,11.590909090909092,2.8,5.6,1.0
246,29,90,4,6.6,Public,Rural,Yes,No,High,High,4089,18,Female,High,Tertiary,4,8.482758620689655,2.4,6.5,0.13157894736842105
204,20,80,2,6.8,Private,Rural,Yes,Yes,Medium,High,4090,18,Female,High,Tertiary,1,10.2,1.6,5.0,0.12820512820512822
136,7,81,2,13.0,Private,Urban,Yes,Yes,Medium,High,4091,20,Female,Low,Primary,1,19.428571428571427,1.6,5.05,0.07142857142857142
136,40,85,1,7.4,Public,Urban,Yes,Yes,Low,Low,4092,17,Female,Medium,Tertiary,1,3.4,1.0,5.25,0.11904761904761904
275,24,92,2,0.2,Public,Rural,Yes,Yes,Low,High,4093,20,Female,High,Tertiary,2,11.458333333333334,1.6,5.6,0.8333333333333334
171,0,70,2,10.8,Private,Urban,No,Yes,Low,Low,4094,16,Male,Medium,Secondary,1,1710.0,1.6,3.5,0.0847457627118644
232,17,75,2,11.1,Public,Rural,No,Yes,Medium,High,4095,18,Female,Medium,Secondary,1,13.647058823529411,1.6,3.75,0.08264462809917356
119,4,91,3,11.8,Public,Urban,No,No,Low,High,4096,17,Male,Medium,Tertiary,1,29.75,1.7999999999999998,4.55,0.078125
323,39,91,1,0.1,Public,Urban,Yes,Yes,High,Medium,4097,19,Female,High,Secondary,2,8.282051282051283,1.0,6.55,0.9090909090909091
236,28,94,4,4.9,Public,Rural,No,No,Low,Low,4098,19,Female,High,Tertiary,2,8.428571428571429,2.4,4.7,0.1694915254237288
188,24,75,4,2.4,Public,Rural,Yes,No,Medium,Low,4099,18,Male,High,Secondary,2,7.833333333333333,2.4,4.75,0.29411764705882354
223,20,73,3,7.9,Public,Urban,No,No,High,Medium,4100,20,Female,Low,Secondary,1,11.15,1.7999999999999998,4.65,0.11235955056179775
132,14,74,1,10.2,Public,Urban,No,Yes,Medium,Low,4101,19,Female,Medium,Tertiary,1,9.428571428571429,1.0,3.7,0.08928571428571429
172,16,82,1,7.8,Private,Rural,Yes,No,Low,Medium,4102,16,Female,High,Tertiary,1,10.75,0.6,5.1,0.11363636363636363
109,13,74,2,5.2,Public,Urban,No,No,Low,Low,4103,21,Female,Medium,Secondary,2,8.384615384615385,1.2,3.7,0.16129032258064516
184,28,97,3,11.1,Public,Urban,Yes,Yes,Medium,High,4104,19,Female,Low,Tertiary,2,6.571428571428571,2.1999999999999997,5.85,0.08264462809917356
114,18,82,2,3.6,Public,Urban,No,Yes,Low,Medium,4105,15,Female,Medium,Primary,1,6.333333333333333,1.6,4.1,0.2173913043478261
168,24,100,1,8.2,Private,Urban,No,Yes,High,Medium,4106,19,Male,Medium,Secondary,1,7.0,1.0,6.0,0.10869565217391305
121,20,85,3,20.0,Public,Urban,Yes,No,Medium,Low,4107,18,Female,Low,Primary,2,6.05,1.7999999999999998,5.25,0.047619047619047616
186,29,62,4,5.3,Public,Urban,Yes,No,Medium,Low,4108,17,Male,Low,Secondary,1,6.413793103448276,2.4,4.1,0.15873015873015872
222,26,97,3,16.0,Public,Urban,No,No,Medium,Medium,4109,16,Male,Medium,Tertiary,4,8.538461538461538,1.7999999999999998,4.85,0.058823529411764705
190,24,71,3,5.4,Public,Urban,Yes,Yes,High,High,4110,16,Female,High,Tertiary,4,7.916666666666667,2.1999999999999997,5.55,0.15625
133,27,84,1,5.8,Public,Rural,Yes,Yes,Medium,High,4111,17,Male,Low,,4,4.925925925925926,1.0,5.2,0.14705882352941177
159,12,76,2,8.5,Public,Urban,No,No,Medium,Low,4112,16,Female,Medium,Secondary,1,13.25,1.2,3.8,0.10526315789473684
232,17,100,3,6.6,Public,Rural,No,Yes,High,High,4113,22,Female,Medium,Primary,1,13.647058823529411,2.1999999999999997,6.0,0.13157894736842105
205,11,100,3,4.0,Private,Urban,Yes,Yes,High,Low,4114,20,Male,Low,,1,18.636363636363637,2.1999999999999997,7.0,0.2
233,26,81,2,11.9,Public,Urban,Yes,No,Low,High,4115,18,Male,High,Secondary,1,8.961538461538462,1.2,5.05,0.07751937984496124
192,4,84,2,5.7,Private,Rural,No,Yes,Low,Low,4116,18,Male,High,Secondary,1,48.0,1.6,4.2,0.14925373134328357
135,21,84,2,4.5,Public,Rural,No,No,Low,Low,4117,17,Male,Low,Primary,1,6.428571428571429,1.2,4.2,0.18181818181818182
214,22,95,2,0.6,Public,Rural,No,No,Low,Medium,4118,18,Female,Medium,Secondary,2,9.727272727272727,1.2,4.75,0.625
235,35,88,3,15.0,Private,Rural,No,No,High,High,4119,15,Female,High,,2,6.714285714285714,1.7999999999999998,5.4,0.0625
227,18,78,1,7.3,Private,Urban,No,Yes,Medium,Low,4120,18,Male,High,Tertiary,2,12.61111111111111,1.0,3.9,0.12048192771084336
179,18,78,2,14.8,Public,Urban,Yes,Yes,Low,Low,4121,16,Male,Low,Tertiary,2,9.944444444444445,1.6,4.9,0.06329113924050632
215,33,87,3,14.7,Public,Rural,Yes,Yes,Low,High,4122,17,Female,High,Tertiary,3,6.515151515151516,2.1999999999999997,5.35,0.06369426751592357
141,29,94,2,8.5,Private,Rural,Yes,Yes,High,Medium,4123,20,Female,Low,Primary,1,4.862068965517241,1.6,6.7,0.10526315789473684
267,21,94,3,8.6,Public,Urban,No,Yes,High,High,4124,15,Male,High,Secondary,1,12.714285714285714,2.1999999999999997,5.7,0.10416666666666667
138,18,75,2,4.5,Public,Rural,No,No,Medium,Low,4125,18,Male,Medium,Secondary,2,7.666666666666667,1.2,3.75,0.18181818181818182
