JAMB_Score,Study_Hours_Per_Week,Attendance_Rate,Teacher_Quality,Distance_To_School,School_Type,School_Location,Extra_Tutorials,Access_To_Learning_Materials,Parent_Involvement,IT_Knowledge,Student_ID,Age,Gender,Socioeconomic_Status,Parent_Education_Level,Assignments_Completed,Study_Efficiency,School_Quality_Index,Engagement_Level,Distance_Barrier
216,38,77,2,8.2,Public,Rural,Yes,No,High,Low,241,18,Female,Medium,Secondary,4,5.684210526315789,1.2,5.85,0.10869565217391305
119,14,73,2,10.6,Public,Rural,No,No,Low,Medium,2563,16,Female,Low,Primary,1,8.5,1.2,3.65,0.08620689655172414
153,22,74,2,10.8,Public,Urban,Yes,Yes,Medium,Medium,1633,17,Female,Low,Tertiary,3,6.954545454545454,1.6,4.7,0.0847457627118644
255,22,92,4,0.0,Public,Urban,Yes,Yes,Medium,Medium,4088,19,Male,Low,Secondary,3,11.590909090909092,2.8,5.6,1.0
175,19,79,3,6.2,Public,Urban,Yes,Yes,Medium,Low,1703,22,Male,Medium,Secondary,1,9.210526315789474,2.1999999999999997,4.95,0.1388888888888889
195,20,92,2,3.5,Public,Urban,Yes,Yes,Medium,Medium,4559,22,Male,High,Tertiary,1,9.75,1.6,5.6,0.2222222222222222
164,14,79,2,18.0,Public,Urban,Yes,No,Medium,Low,1593,21,Male,High,Tertiary,1,11.714285714285714,1.2,4.95,0.05263157894736842
140,17,88,3,2.8,Public,Rural,Yes,No,High,Medium,39,17,Female,Medium,Primary,1,8.235294117647058,1.7999999999999998,6.4,0.2631578947368421
166,12,94,1,10.2,Public,Urban,No,Yes,Medium,Low,1528,15,Male,Low,,1,13.833333333333334,1.0,4.7,0.08928571428571429
156,22,93,3,7.7,Public,Urban,Yes,No,Medium,Medium,3559,20,Male,Low,Primary,1,7.090909090909091,1.7999999999999998,5.65,0.1149425287356322
153,8,78,2,3.0,Private,Urban,No,Yes,Medium,Low,2589,16,Male,Low,Secondary,1,19.125,1.6,3.9,0.25
174,8,79,3,12.1,Public,Rural,No,No,Low,Low,1433,20,Male,Low,Secondary,1,21.75,1.7999999999999998,3.95,0.07633587786259542
130,16,79,3,11.3,Private,Rural,Yes,No,Medium,High,2021,22,Female,Low,,2,8.125,1.7999999999999998,4.95,0.08130081300813008
126,6,79,3,9.4,Private,Urban,No,Yes,High,Medium,3565,22,Female,Medium,Secondary,1,21.0,2.1999999999999997,4.95,0.09615384615384615
120,5,82,2,17.1,Public,Urban,No,No,High,Medium,1785,22,Female,Medium,Secondary,1,24.0,1.2,5.1,0.055248618784530384
182,22,85,3,0.0,Public,Rural,Yes,No,Low,Low,2091,18,Female,Medium,Secondary,2,8.272727272727273,1.7999999999999998,5.25,1.0
198,17,84,3,13.7,Private,Urban,Yes,Yes,Low,Low,2710,20,Female,High,Secondary,1,11.647058823529411,2.1999999999999997,5.2,0.06802721088435375
165,16,90,3,2.5,Public,Rural,No,Yes,Medium,Medium,2258,20,Female,Medium,Primary,1,10.3125,2.1999999999999997,4.5,0.2857142857142857
233,35,92,3,5.9,Public,Urban,Yes,Yes,Medium,Medium,2507,19,Male,Medium,Secondary,3,6.6571428571428575,2.1999999999999997,5.6,0.14492753623188406
180,17,91,2,7.9,Public,Rural,No,Yes,Low,High,1519,15,Female,Low,Secondary,1,10.588235294117647,1.6,4.55,0.11235955056179775
111,14,95,3,13.1,Public,Urban,No,Yes,High,Low,478,15,Female,Low,,1,7.928571428571429,2.1999999999999997,5.75,0.07092198581560284
104,40,72,2,15.2,Private,Urban,Yes,No,Medium,Medium,841,19,Female,Low,Primary,5,2.6,1.2,4.6,0.0617283950617284
176,10,100,3,9.8,Public,Urban,No,Yes,Low,High,2435,20,Female,Low,,1,17.6,2.1999999999999997,5.0,0.09259259259259259
192,14,98,3,3.0,Private,Urban,No,Yes,Medium,High,3359,15,Female,Low,Secondary,1,13.714285714285714,2.1999999999999997,4.9,0.25
152,23,90,2,12.4,Public,Urban,Yes,No,High,Medium,3900,22,Male,Medium,Tertiary,3,6.608695652173913,1.2,6.5,0.07462686567164178
176,30,89,3,12.0,Public,Rural,Yes,Yes,Low,Medium,2070,16,Male,Low,,3,5.866666666666666,2.1999999999999997,5.45,0.07692307692307693
144,15,77,1,6.3,Public,Urban,No,Yes,Low,Medium,2652,15,Female,Medium,Tertiary,1,9.6,1.0,3.85,0.136986301369863
154,17,87,2,2.6,Public,Rural,No,Yes,High,Low,1603,16,Male,Medium,Tertiary,2,9.058823529411764,1.6,5.35,0.2777777777777778
239,19,82,3,2.5,Private,Urban,No,No,Low,High,3825,22,Male,High,Secondary,2,12.578947368421053,1.7999999999999998,4.1,0.2857142857142857
143,14,85,4,9.9,Public,Urban,Yes,Yes,Medium,Medium,389,17,Female,Medium,Primary,1,10.214285714285714,2.8,5.25,0.09174311926605504
192,14,86,2,4.2,Private,Urban,Yes,No,Medium,Low,3918,21,Female,High,Tertiary,2,13.714285714285714,1.2,5.3,0.1923076923076923
138,17,78,2,4.9,Private,Urban,No,Yes,Low,High,1567,21,Female,Low,Primary,1,8.117647058823529,1.6,3.9,0.1694915254237288
163,18,85,1,12.3,Public,Urban,No,Yes,Low,Medium,3944,16,Female,Low,Tertiary,1,9.055555555555555,1.0,4.25,0.07518796992481203
174,3,86,3,14.4,Private,Rural,Yes,Yes,Medium,Low,1742,18,Male,High,Primary,1,58.0,2.1999999999999997,5.3,0.06493506493506493
209,27,92,1,5.9,Public,Urban,No,Yes,High,Low,3543,17,Male,Low,Primary,1,7.7407407407407405,1.0,5.6,0.14492753623188406
296,38,92,4,8.8,Private,Urban,No,No,Medium,High,4959,20,Male,High,Secondary,4,7.7894736842105265,2.4,4.6,0.1020408163265306
180,19,84,2,12.2,Public,Rural,Yes,No,Medium,Low,4661,22,Female,Low,,1,9.473684210526315,1.2,5.2,0.07575757575757576
103,0,70,2,10.3,Public,Urban,Yes,Yes,Low,Low,4210,21,Male,Medium,Secondary,1,1030.0,1.6,4.5,0.08849557522123894
144,3,88,3,7.7,Private,Urban,No,Yes,High,Low,2734,18,Female,Medium,Secondary,1,48.0,2.1999999999999997,5.4,0.1149425287356322
188,25,88,2,4.8,Private,Rural,No,No,High,Low,446,18,Male,Low,,2,7.52,1.2,5.4,0.1724137931034483
238,29,80,4,19.9,Public,Rural,Yes,No,High,Medium,3867,17,Female,Medium,Tertiary,2,8.206896551724139,2.4,6.0,0.04784688995215311
133,0,72,3,13.8,Public,Urban,No,Yes,High,Medium,3545,18,Male,Low,Tertiary,1,1330.0,2.1999999999999997,4.6,0.06756756756756756
175,14,81,3,0.0,Private,Rural,No,Yes,Medium,Low,727,18,Male,Low,Primary,1,12.5,2.1999999999999997,4.05,1.0
128,6,91,2,10.1,Private,Rural,Yes,Yes,Low,Medium,3588,15,Female,High,Primary,1,21.333333333333332,1.6,5.55,0.0900900900900901
126,2,77,2,12.3,Public,Urban,No,No,High,Medium,1781,20,Male,Low,,1,63.0,1.2,4.85,0.07518796992481203
157,10,79,3,14.6,Private,Urban,No,No,High,Low,3803,18,Female,Low,Primary,1,15.7,1.7999999999999998,4.95,0.06410256410256411
222,23,94,4,14.1,Public,Rural,No,Yes,High,Medium,1549,17,Male,Medium,Primary,2,9.652173913043478,2.8,5.7,0.06622516556291391
295,2,92,3,9.9,Public,Rural,No,Yes,High,Medium,4277,19,Female,High,Secondary,1,147.5,2.1999999999999997,5.6,0.09174311926605504
183,19,85,2,7.6,Public,Rural,Yes,No,High,Medium,1204,17,Male,Low,Secondary,3,9.631578947368421,1.2,6.25,0.11627906976744186
129,4,97,2,13.9,Public,Rural,Yes,Yes,High,High,2893,18,Female,Low,Primary,1,32.25,1.6,6.85,0.06711409395973154
223,40,100,3,7.6,Private,Rural,Yes,Yes,High,Medium,4800,16,Male,Low,,2,5.575,2.1999999999999997,7.0,0.11627906976744186
197,20,87,2,15.5,Public,Urban,Yes,Yes,Medium,Low,3658,20,Male,Low,Tertiary,2,9.85,1.6,5.35,0.06060606060606061
132,14,74,1,10.2,Public,Urban,No,Yes,Medium,Low,4101,19,Female,Medium,Tertiary,1,9.428571428571429,1.0,3.7,0.08928571428571429
136,12,71,3,2.2,Private,Rural,Yes,No,Low,Low,542,18,Male,High,,3,11.333333333333334,1.7999999999999998,4.55,0.3125
186,20,86,3,8.8,Private,Rural,Yes,Yes,Medium,Low,2973,22,Male,Low,Primary,1,9.3,2.1999999999999997,5.3,0.1020408163265306
208,18,93,3,16.6,Public,Urban,No,Yes,Low,Low,1047,18,Female,High,Primary,2,11.555555555555555,2.1999999999999997,4.65,0.056818181818181816
134,21,74,1,11.5,Public,Rural,No,Yes,Medium,Low,2078,18,Male,Low,Primary,2,6.380952380952381,1.0,3.7,0.08
111,18,81,2,8.5,Public,Rural,Yes,Yes,Low,High,1239,18,Male,Medium,Primary,1,6.166666666666667,1.6,5.05,0.10526315789473684
161,15,85,2,10.7,Public,Rural,No,Yes,Medium,High,670,20,Male,Low,Secondary,3,10.733333333333333,1.6,4.25,0.08547008547008547
141,7,79,4,12.3,Public,Urban,No,Yes,High,Medium,825,20,Male,Low,Secondary,1,20.142857142857142,2.8,4.95,0.07518796992481203
178,10,80,4,5.0,Public,Rural,Yes,Yes,Low,Low,4027,15,Male,Low,Secondary,1,17.8,2.8,5.0,0.16666666666666666
246,31,91,3,3.3,Private,Rural,Yes,Yes,Medium,Medium,673,17,Female,Low,,3,7.935483870967742,2.1999999999999997,5.55,0.23255813953488372
149,17,90,1,6.7,Public,Rural,Yes,No,Low,Medium,3704,22,Male,Low,,1,8.764705882352942,0.6,5.5,0.12987012987012986
118,12,100,2,6.8,Public,Rural,No,Yes,High,Low,1463,17,Male,Low,Primary,2,9.833333333333334,1.6,6.0,0.12820512820512822
191,21,90,4,8.9,Public,Rural,Yes,No,High,Medium,695,16,Male,High,Secondary,1,9.095238095238095,2.4,6.5,0.10101010101010101
184,25,80,3,6.0,Public,Urban,No,Yes,Medium,Medium,205,17,Female,Medium,Primary,1,7.36,2.1999999999999997,4.0,0.14285714285714285
246,37,100,4,18.2,Public,Urban,Yes,Yes,High,High,3103,17,Male,High,Tertiary,4,6.648648648648648,2.8,7.0,0.052083333333333336
145,24,75,2,13.9,Public,Urban,Yes,No,Low,High,918,16,Male,Medium,,2,6.041666666666667,1.2,4.75,0.06711409395973154
196,37,76,2,20.0,Public,Rural,No,No,Medium,Medium,4592,16,Male,High,Tertiary,1,5.297297297297297,1.2,3.8,0.047619047619047616
123,19,66,3,13.5,Public,Urban,Yes,Yes,High,Low,4563,16,Male,Medium,Secondary,1,6.473684210526316,2.1999999999999997,5.3,0.06896551724137931
122,9,87,1,3.3,Public,Urban,No,No,Low,High,3130,15,Female,High,Secondary,1,13.555555555555555,0.6,4.35,0.23255813953488372
215,24,89,4,0.0,Public,Urban,No,Yes,High,High,4002,18,Male,Medium,Secondary,3,8.958333333333334,2.8,5.45,1.0
235,37,86,3,6.1,Public,Rural,Yes,Yes,Low,Medium,3074,20,Female,High,Tertiary,3,6.351351351351352,2.1999999999999997,5.3,0.14084507042253522
262,17,88,3,0.0,Private,Urban,No,No,Medium,Low,3850,16,Male,High,Tertiary,1,15.411764705882353,1.7999999999999998,4.4,1.0
127,11,82,3,4.2,Public,Urban,No,No,Medium,Medium,1613,15,Male,Low,Secondary,2,11.545454545454545,1.7999999999999998,4.1,0.1923076923076923
150,25,91,2,10.2,Public,Urban,No,Yes,High,High,2549,22,Female,High,Secondary,4,6.0,1.6,5.55,0.08928571428571429
115,5,91,1,12.9,Public,Urban,No,Yes,Low,Low,4638,18,Female,Low,,1,23.0,1.0,4.55,0.07194244604316546
150,0,65,1,11.7,Public,Rural,Yes,Yes,Medium,Low,136,22,Female,Low,,1,1500.0,1.0,4.25,0.07874015748031496
160,15,91,2,4.4,Private,Rural,Yes,Yes,Medium,Medium,4131,19,Male,High,Tertiary,1,10.666666666666666,1.6,5.55,0.18518518518518517
225,26,100,2,15.0,Public,Urban,Yes,Yes,Medium,Medium,374,17,Male,High,Secondary,2,8.653846153846153,1.6,6.0,0.0625
190,18,88,2,11.3,Public,Rural,Yes,Yes,Low,Medium,692,16,Male,High,Tertiary,1,10.555555555555555,1.6,5.4,0.08130081300813008
209,37,99,3,2.1,Private,Urban,Yes,Yes,Low,High,545,19,Female,High,Tertiary,3,5.648648648648648,2.1999999999999997,5.95,0.3225806451612903
134,0,78,2,9.2,Public,Rural,Yes,No,Low,Low,1939,19,Female,Medium,Secondary,1,1340.0,1.2,4.9,0.09803921568627452
273,25,91,3,18.8,Public,Urban,Yes,No,High,High,2354,18,Male,Low,Secondary,1,10.92,1.7999999999999998,6.55,0.050505050505050504
154,26,95,3,14.0,Public,Urban,Yes,Yes,Low,Low,2800,19,Female,Medium,Primary,1,5.923076923076923,2.1999999999999997,5.75,0.06666666666666667
169,17,79,2,11.2,Public,Urban,Yes,Yes,High,Low,1598,19,Male,Low,,1,9.941176470588236,1.6,5.95,0.0819672131147541
145,18,100,4,10.4,Public,Urban,Yes,Yes,Medium,Medium,3278,18,Female,Medium,Tertiary,2,8.055555555555555,2.8,6.0,0.08771929824561403
135,27,68,2,16.2,Public,Rural,Yes,No,Medium,Medium,584,22,Male,Medium,Primary,2,5.0,1.2,4.4,0.05813953488372093
141,16,82,1,13.8,Public,Urban,Yes,Yes,Low,Low,2242,19,Male,Medium,Secondary,2,8.8125,1.0,5.1,0.06756756756756756
131,20,80,1,18.0,Public,Urban,No,Yes,Low,High,3528,22,Female,Low,Tertiary,2,6.55,1.0,4.0,0.05263157894736842
168,17,100,3,6.0,Public,Rural,Yes,Yes,Low,Low,309,19,Male,High,Secondary,2,9.882352941176471,2.1999999999999997,6.0,0.14285714285714285
192,15,94,3,10.7,Public,Rural,No,Yes,Low,Low,4319,22,Female,Medium,Secondary,2,12.8,2.1999999999999997,4.7,0.08547008547008547
177,12,92,3,9.6,Public,Urban,Yes,Yes,Low,High,1969,17,Male,High,Secondary,1,14.75,2.1999999999999997,5.6,0.09433962264150944
142,27,69,4,12.7,Public,Rural,No,Yes,Medium,Low,4727,21,Male,High,Primary,3,5.2592592592592595,2.8,3.45,0.07299270072992702
221,29,75,1,14.6,Private,Urban,Yes,Yes,Low,Low,4609,21,Female,Low,Secondary,2,7.620689655172414,1.0,4.75,0.06410256410256411
117,20,99,2,16.9,Public,Urban,Yes,Yes,Medium,Medium,4724,22,Male,Medium,Primary,1,5.85,1.6,5.95,0.0558659217877095
196,24,69,2,11.0,Private,Urban,Yes,Yes,Medium,Low,4924,19,Male,Medium,Tertiary,2,8.166666666666666,1.6,4.45,0.08333333333333333
190,18,83,3,3.9,Public,Rural,No,Yes,High,Low,3143,19,Female,High,Tertiary,2,10.555555555555555,2.1999999999999997,5.15,0.2040816326530612
207,18,76,1,14.4,Public,Rural,Yes,Yes,High,Medium,3756,18,Female,High,Secondary,3,11.5,1.0,5.8,0.06493506493506493
178,30,83,2,9.5,Public,Urban,No,Yes,High,High,2010,20,Female,Medium,Primary,2,5.933333333333334,1.6,5.15,0.09523809523809523
109,21,80,3,6.8,Public,Rural,No,Yes,Low,Medium,4190,17,Male,Low,Primary,3,5.190476190476191,2.1999999999999997,4.0,0.12820512820512822
154,20,90,4,4.4,Private,Urban,Yes,Yes,Medium,High,2987,15,Male,Low,Secondary,1,7.7,2.8,5.5,0.18518518518518517
211,38,78,1,6.5,Private,Rural,Yes,No,Low,High,4720,22,Female,Medium,Secondary,2,5.552631578947368,0.6,4.9,0.13333333333333333
152,17,82,3,7.7,Public,Urban,No,Yes,High,Medium,2558,16,Female,Low,,1,8.941176470588236,2.1999999999999997,5.1,0.1149425287356322
186,22,79,3,14.7,Public,Rural,No,Yes,Low,Medium,1326,16,Male,Medium,Tertiary,1,8.454545454545455,2.1999999999999997,3.95,0.06369426751592357
110,0,83,1,9.8,Private,Rural,Yes,Yes,Medium,Medium,421,21,Female,Low,Secondary,1,1100.0,1.0,5.15,0.09259259259259259
191,0,90,3,9.3,Public,Rural,Yes,Yes,Low,Medium,1188,15,Female,Medium,Primary,1,1910.0,2.1999999999999997,5.5,0.0970873786407767
117,13,70,2,2.5,Public,Urban,No,No,Medium,Low,4527,15,Female,High,Tertiary,2,9.0,1.2,3.5,0.2857142857142857
116,10,99,2,15.7,Private,Urban,Yes,Yes,Low,Low,1600,22,Female,Low,Tertiary,1,11.6,1.6,5.95,0.059880239520958084
269,27,89,3,4.1,Private,Rural,No,Yes,High,Low,1093,15,Female,High,Secondary,3,9.962962962962964,2.1999999999999997,5.45,0.19607843137254904
159,33,94,3,9.4,Public,Urban,No,Yes,High,High,2168,17,Female,Medium,Tertiary,2,4.818181818181818,2.1999999999999997,5.7,0.09615384615384615
153,18,87,3,7.7,Public,Urban,Yes,Yes,Low,High,3715,19,Female,Low,Secondary,1,8.5,2.1999999999999997,5.35,0.1149425287356322
180,27,91,3,18.1,Public,Rural,Yes,No,Low,Medium,4509,15,Male,High,Primary,3,6.666666666666667,1.7999999999999998,5.55,0.05235602094240837
226,12,74,3,17.4,Public,Urban,Yes,Yes,Medium,High,1730,22,Male,High,Tertiary,1,18.833333333333332,2.1999999999999997,4.7,0.05434782608695653
173,29,62,3,9.8,Public,Rural,No,Yes,High,Medium,3809,17,Male,Medium,Secondary,2,5.9655172413793105,2.1999999999999997,4.1,0.09259259259259259
162,3,88,2,5.4,Public,Rural,No,No,Medium,Medium,2697,22,Female,High,Primary,1,54.0,1.2,4.4,0.15625
144,10,86,2,17.6,Public,Rural,Yes,No,Medium,Medium,2756,18,Female,Medium,Secondary,1,14.4,1.2,5.3,0.05376344086021505
217,36,69,2,15.8,Private,Rural,Yes,Yes,Medium,Low,685,17,Female,Low,,2,6.027777777777778,1.6,4.45,0.05952380952380952
214,32,82,4,20.0,Public,Rural,Yes,Yes,High,Medium,1335,20,Male,High,Secondary,3,6.6875,2.8,6.1,0.047619047619047616
135,10,83,1,10.9,Private,Urban,No,Yes,Low,High,3872,20,Male,Medium,Tertiary,1,13.5,1.0,4.15,0.08403361344537814
226,20,86,2,11.0,Public,Rural,Yes,Yes,High,High,1758,19,Male,Low,Primary,2,11.3,1.6,6.3,0.08333333333333333
104,12,64,3,16.0,Private,Urban,No,Yes,Low,Medium,3362,16,Female,High,Secondary,1,8.666666666666666,2.1999999999999997,3.2,0.058823529411764705
129,26,74,3,0.0,Public,Urban,No,Yes,High,Medium,4666,17,Female,Medium,Secondary,3,4.961538461538462,2.1999999999999997,4.7,1.0
150,16,82,2,7.4,Private,Rural,No,No,Low,Medium,1200,15,Male,Low,Secondary,1,9.375,1.2,4.1,0.11904761904761904
210,36,77,2,14.7,Private,Rural,Yes,No,Medium,Medium,2252,17,Male,Medium,Secondary,2,5.833333333333333,1.2,4.85,0.06369426751592357
294,36,100,4,12.3,Private,Rural,Yes,Yes,Low,Low,872,15,Male,High,Primary,3,8.166666666666666,2.8,6.0,0.07518796992481203
271,25,77,4,10.2,Private,Rural,Yes,Yes,Low,Medium,4703,21,Male,Medium,Secondary,2,10.84,2.8,4.85,0.08928571428571429
215,26,74,3,10.5,Public,Urban,No,Yes,Medium,High,183,22,Male,Medium,Secondary,3,8.26923076923077,2.1999999999999997,3.7,0.08695652173913043
237,18,84,4,13.6,Public,Urban,Yes,Yes,High,Medium,3518,18,Male,Low,,1,13.166666666666666,2.8,6.2,0.0684931506849315
197,13,67,4,6.7,Private,Rural,Yes,Yes,High,Low,4184,16,Female,Low,Primary,1,15.153846153846153,2.8,5.35,0.12987012987012986
193,7,93,3,10.4,Public,Urban,Yes,Yes,High,High,554,16,Female,Medium,Primary,1,27.571428571428573,2.1999999999999997,6.65,0.08771929824561403
242,23,97,4,7.1,Public,Urban,No,Yes,Low,Low,4231,22,Male,Low,,3,10.521739130434783,2.8,4.85,0.1234567901234568
249,32,78,3,8.0,Public,Urban,Yes,Yes,Low,Low,2345,19,Male,High,Secondary,2,7.78125,2.1999999999999997,4.9,0.1111111111111111
109,23,88,1,13.4,Public,Rural,No,Yes,Medium,High,704,17,Female,Low,Secondary,4,4.739130434782608,1.0,4.4,0.06944444444444445
156,15,92,3,18.2,Public,Rural,No,Yes,Low,Medium,3959,21,Female,High,Primary,1,10.4,2.1999999999999997,4.6,0.052083333333333336
213,20,80,3,17.4,Public,Urban,Yes,Yes,Medium,High,2860,15,Female,High,Secondary,1,10.65,2.1999999999999997,5.0,0.05434782608695653
149,17,56,2,19.3,Public,Rural,Yes,Yes,Medium,High,3226,15,Male,Medium,Primary,2,8.764705882352942,1.6,3.8,0.04926108374384236
170,15,96,2,17.2,Public,Urban,Yes,Yes,High,Low,3546,16,Male,High,Tertiary,1,11.333333333333334,1.6,6.8,0.054945054945054944
171,27,88,5,11.8,Private,Rural,No,Yes,High,Low,1828,16,Female,High,Primary,2,6.333333333333333,3.4,5.4,0.078125
200,22,87,1,10.3,Public,Urban,Yes,Yes,Low,Medium,329,22,Female,Low,Primary,3,9.090909090909092,1.0,5.35,0.08849557522123894
147,21,81,4,5.5,Public,Rural,Yes,Yes,Medium,High,133,19,Female,High,Tertiary,2,7.0,2.8,5.05,0.15384615384615385
158,19,85,3,11.4,Public,Rural,No,No,Medium,Low,1297,21,Male,Medium,Primary,1,8.31578947368421,1.7999999999999998,4.25,0.08064516129032258
215,0,81,2,0.6,Public,Rural,Yes,No,Medium,Medium,3117,18,Female,High,Tertiary,1,2150.0,1.2,5.05,0.625
152,15,66,2,11.3,Public,Rural,No,No,High,Medium,2142,19,Female,High,Tertiary,1,10.133333333333333,1.2,4.3,0.08130081300813008
156,15,91,3,18.3,Public,Urban,No,No,Low,Medium,3231,16,Female,High,Tertiary,1,10.4,1.7999999999999998,4.55,0.05181347150259067
132,15,75,3,6.1,Private,Urban,Yes,Yes,Low,High,400,16,Male,Medium,Secondary,1,8.8,2.1999999999999997,4.75,0.14084507042253522
228,25,86,3,5.8,Private,Urban,Yes,No,Low,Low,565,22,Male,Low,,1,9.12,1.7999999999999998,5.3,0.14705882352941177
171,40,92,3,12.1,Private,Urban,Yes,Yes,Medium,Medium,3418,22,Male,High,Tertiary,4,4.275,2.1999999999999997,5.6,0.07633587786259542
243,29,76,3,1.8,Public,Urban,Yes,Yes,Medium,Low,4334,19,Female,High,Tertiary,2,8.379310344827585,2.1999999999999997,4.8,0.35714285714285715
122,11,85,4,10.2,Public,Rural,No,Yes,Low,Low,2302,20,Female,Low,,1,11.090909090909092,2.8,4.25,0.08928571428571429
214,29,90,1,16.9,Public,Urban,No,Yes,Medium,Low,3473,19,Male,Medium,Secondary,1,7.379310344827586,1.0,4.5,0.0558659217877095
247,31,100,3,8.8,Private,Rural,Yes,Yes,Medium,High,1102,22,Female,Low,Primary,3,7.967741935483871,2.1999999999999997,6.0,0.1020408163265306
216,35,91,3,14.4,Private,Urban,Yes,Yes,Low,High,2045,17,Female,Medium,Primary,1,6.171428571428572,2.1999999999999997,5.55,0.06493506493506493
107,26,85,2,10.7,Public,Rural,No,No,Low,Medium,1590,20,Male,Medium,Primary,2,4.115384615384615,1.2,4.25,0.08547008547008547
153,3,77,2,13.9,Public,Urban,Yes,No,Medium,Medium,4197,16,Female,Low,Primary,1,51.0,1.2,4.85,0.06711409395973154
169,22,83,2,15.6,Public,Urban,Yes,Yes,Medium,Medium,896,22,Female,Low,Primary,2,7.681818181818182,1.6,5.15,0.06024096385542168
172,17,93,2,10.2,Private,Urban,Yes,Yes,High,High,4225,21,Female,Medium,,1,10.117647058823529,1.6,6.65,0.08928571428571429
286,40,89,3,3.6,Public,Urban,No,Yes,Medium,Low,4654,16,Male,Low,Secondary,3,7.15,2.1999999999999997,4.45,0.2173913043478261
176,11,85,3,3.5,Public,Rural,Yes,Yes,Medium,Low,3987,21,Male,Low,,1,16.0,2.1999999999999997,5.25,0.2222222222222222
102,14,62,3,15.6,Public,Urban,Yes,Yes,Low,Medium,293,15,Female,Low,Secondary,1,7.285714285714286,2.1999999999999997,4.1,0.06024096385542168
209,15,76,3,16.4,Public,Urban,No,Yes,Medium,High,1824,19,Female,Low,Primary,1,13.933333333333334,2.1999999999999997,3.8,0.0574712643678161
209,18,75,2,15.9,Public,Urban,Yes,No,Medium,High,4302,22,Female,Medium,Primary,1,11.61111111111111,1.2,4.75,0.0591715976331361
320,12,100,4,5.8,Public,Urban,Yes,No,Low,Medium,1168,16,Male,Low,Secondary,1,26.666666666666668,2.4,6.0,0.14705882352941177
224,21,90,3,12.5,Public,Rural,Yes,Yes,Low,Low,2790,21,Female,Low,Primary,5,10.666666666666666,2.1999999999999997,5.5,0.07407407407407407
187,18,80,2,0.0,Private,Urban,No,No,Medium,Medium,2465,16,Female,Medium,Primary,1,10.38888888888889,1.2,4.0,1.0
168,38,88,3,6.8,Public,Urban,No,No,Low,Low,588,21,Male,High,Secondary,4,4.421052631578948,1.7999999999999998,4.4,0.12820512820512822
237,24,90,2,11.6,Public,Urban,Yes,No,High,Low,4821,19,Male,Low,Primary,2,9.875,1.2,6.5,0.07936507936507936
117,2,77,1,10.1,Public,Rural,Yes,Yes,Medium,Medium,3691,21,Male,Medium,Primary,1,58.5,1.0,4.85,0.0900900900900901
137,9,82,1,10.3,Public,Urban,Yes,Yes,Medium,High,1256,21,Female,Low,Primary,1,15.222222222222221,1.0,5.1,0.08849557522123894
189,18,88,4,9.4,Public,Urban,No,Yes,High,Medium,4576,17,Female,Medium,Tertiary,1,10.5,2.8,5.4,0.09615384615384615
159,15,87,4,5.2,Public,Rural,Yes,Yes,High,Medium,4448,20,Female,Medium,Primary,1,10.6,2.8,6.35,0.16129032258064516
110,17,95,1,9.7,Public,Urban,No,Yes,Low,Low,2243,21,Female,High,,2,6.470588235294118,1.0,4.75,0.09345794392523366
177,17,85,2,5.4,Private,Urban,No,Yes,Medium,Low,3806,19,Female,High,Secondary,2,10.411764705882353,1.6,4.25,0.15625
184,10,72,2,12.1,Public,Rural,Yes,No,High,Medium,1403,22,Female,Low,Secondary,1,18.4,1.2,5.6,0.07633587786259542
101,10,80,1,17.4,Public,Rural,Yes,Yes,Medium,Medium,2071,19,Male,Medium,Tertiary,1,10.1,1.0,5.0,0.05434782608695653
125,15,90,4,6.9,Public,Urban,Yes,Yes,High,Medium,444,21,Male,Low,Secondary,1,8.333333333333334,2.8,6.5,0.12658227848101264
278,22,82,5,0.0,Public,Urban,Yes,No,High,High,4813,20,Male,Medium,Tertiary,1,12.636363636363637,3.0,6.1,1.0
216,17,81,2,9.5,Private,Urban,Yes,No,Medium,High,2256,19,Female,Low,Secondary,1,12.705882352941176,1.2,5.05,0.09523809523809523
229,9,95,5,11.4,Private,Urban,Yes,Yes,High,Medium,2760,15,Female,High,Tertiary,1,25.444444444444443,3.4,6.75,0.08064516129032258
194,4,73,3,9.5,Public,Rural,Yes,Yes,Medium,Medium,2244,20,Female,High,Tertiary,1,48.5,2.1999999999999997,4.65,0.09523809523809523
243,29,89,3,6.1,Public,Urban,Yes,No,High,Medium,3308,15,Male,Low,Tertiary,2,8.379310344827585,1.7999999999999998,6.45,0.14084507042253522
134,19,89,3,8.4,Public,Urban,No,Yes,Medium,Medium,431,20,Male,Low,Secondary,1,7.052631578947368,2.1999999999999997,4.45,0.10638297872340426
232,18,71,4,5.5,Private,Urban,Yes,No,Low,Medium,2979,21,Male,Medium,Secondary,1,12.88888888888889,2.4,4.55,0.15384615384615385
188,10,90,2,11.3,Public,Rural,Yes,No,Medium,Medium,123,15,Female,High,Secondary,2,18.8,1.2,5.5,0.08130081300813008
140,9,88,3,0.0,Public,Urban,Yes,No,Low,High,3974,15,Female,High,Tertiary,1,15.555555555555555,1.7999999999999998,5.4,1.0
203,8,79,3,8.6,Public,Rural,Yes,Yes,Low,Medium,2881,22,Male,Medium,,1,25.375,2.1999999999999997,4.95,0.10416666666666667
